Source,cluster
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,1
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Reg Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,0
Sci Media,1
Sci Media,0
Sci Media,0
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,0
Sci Media,0
Sci Media,0
Sci Media,0
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,0
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,0
Sci Media,0
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,0
Sci Media,1
Sci Media,1
Sci Media,1
Sci Media,1
