Date,Title,Outlet,Content
2022-11-12 00:00:00,"Naboer frygter, at landanlægget vokser: Vi kan ikke få noget at vide",Bornholms Tidende,"fact energi island make profit , otherwis condit permit , fall behind fridrik adamsson , fear new mill ørsted make land plant grow . energi island go make profit anyway - fact make deficit . cip ørsted 's plan offshor wind farm south ystad creat imbal , turn . concern fridrik adamsson , one founder facebook group borgerforeningen energiø bornholm . , oppon gather larg land plant . howev , come back surplu expect . - 's hard see economi larg project . origin agreement condit implement made profit . look big , upset . howev , someth give hope plan energi island laid . - would naiv believ , see way . privat player sent applic clear sign want wind turbin , get enough , say . one thing may worri other group rather larg gross area ​​285 squar meter set land plant littl . - transform station end meet need offshor wind turbin talk right , 's twice realli deal right . squar meter quickli get leg , think . - 's guesswork . qualifi guess base captur , one tell us anyth concret . frustrat clearer speech municip 's politician experi loyal danish energi agenc . - even citizen meet sent around one , one tell go happen , say . , nois nuisanc one yet know size believ land plant visual embarrass bornholm natur make larg support project . - 's go ugli . eyelid bornholm natur , believ . privat player sent applic clear sign want wind turbin , get enough , say . fridrik adamsson . engin : energiø bornholm 's economi crumbl larg compet offshor wind farm opportun establish next energiø bornholm due obscur law . danish energi agenc overlook , accord professor financi manag per nikolaj bukh aalborg univers `` disastr '' . 's engin write . specif , two applic establish wind farm bornholm basin south east respect total three gigawatt , correspond plan capac energiø bornholm . consequ greater suppli electr thu lower kilowatt-tim price detriment revenu energiø bornholm . engin find two applic led ministri tone otherwis indispens requir energi island becom profit . instead , estim provid loss dkk 10 billion ."
2022-11-16 00:00:00,"Trøst imødegår kritik: Vi vil gerne fortælle om det, vi ved skal ske",Bornholms Tidende,"citizen ' meet aakirkebi tuesday next week third big civic meet energi island . recent april meet , sever particip frustrat organ ' abil answer question . saturday newspap , critic repeat fridrik adamsson citizen ' associ energiø bornholm , associ found group neighbor wake civic meet . `` even citizen meet sent around one , one tell go happen , '' fridrik adamsson said journal . howev , mayor jacob consol ( k ) find claim quit reason . `` would like emphas energinet well danish energi agenc must happen , much want tell , '' write email journal . jacob consol person natur , environ plan committe , hell munk ravnborg ( el ) , repres bornholm 's region municip citizen ' meet . sinc consult local plan process , time danish environment protect agenc energinet organ civic meet . fact region municip 's lead politician step engag exampl municip work spread inform mega project citizen , jacob believ . work complet open mayor also point municip constantli post inform websit `` energiobornholm.dk '' would like ask citizen question . `` thu , plan depart meetings/ dialogu recent time repres associ energiø bornholm citizen '' . also point energinet state contact person letter neighbor area receiv hear progress neighbor must final address contact person . `` politician interest fact process complet open transpar , continu work , '' write trøst , note municip still know much cip ørsted 's propos offshor wind turbin hydrogen project . bornholm , region municip implement local plan process municip plant supplement local plan environment assess . zealand , plan handl municip , state danish hous plan agenc plan author . citizen ' meet held tuesday aakirkebyhallern start 6.30 pm . expect end time 9pm . energiø bornholm environment impact survey energiø bornholm must abl receiv 3 gw offshor wind new offshor wind farm . mill place 15-45 km south bornholm , park abl suppli 3.3 million household electr . energiø bornholm expect fulli commiss 2030 . long term , energi island expect abl connect countri technolog store transform power offshor wind turbin , exampl , green fuel power-to-x system . consult project `` transmiss system connect wind energi '' part overal project program energiø bornholm . includ transmiss system connect wind energi , ie . high voltag station cabl system bornholm zealand well submarin cabl connect two land plant . cabl must establish seab , either dug cover protect stone set . doubl cabl get total length 345 km . energinet builder project , author behind environment assess ( eia ) danish environment protect agenc . fact : danish environment protect agency/ energinet ."
2022-11-23 00:00:00,Energinet tog imod kritik for åben mikrofon - og Trøst blev mødt med buhen,Bornholms Tidende,"two workshop come month landscap construct land facil extern architect news energinet municip brought citizen ' meet aakirkebi . - great honor allow mayor bornholm world 's first energi island . - buuh , buuuh , sound attende hall . reaction caus jacob consol ( k ) stop speech look . - mean ? ask mayor get answer . continu welcom , among import dialogu citizen . - must municip help translat process citizen follow heard . therefor , citizen meet import today , keep often make sens . dissatisfi peopl hall believ mayor less humbl honor state energi state energi bornholm , given speech exampl municip tri give critic counter -game . appli , exampl , decor high -voltag plant , municip , accord consol , work open process architectur landscap . - process , succeed get extern architect affili advis us region municip , jacob say . decemb februari , two workshop held bornholm colleg architectur landscap , discuss open everyon , accord brought banner `` form basi work '' . later , howev , energinet 's deputi director state intern architectur competit held . compens municip also fight better compens neighbor larg high -voltag plant . - hope equat rule neighbor wind farm solar park , say comfort . contrari latest grand meet april , organ allow question plenari present . - energinet listen critic last civic meet , say mayor . howev , question must wait present . hell munk ravnborg ( el ) , person municip 's plan committe , present main point municip 's consult round spring , biologist christina kittner danish environment protect agenc take word . - citizen ' meet today . 's energinet , say , present long -stand process , also hold hear februari 2024 . - need involv treat altern project reason , say . concret content met , met strongli , taken aakirkebi . deputi director marian kaagh lead word present plenari . - alreadi say answer would like , give time , say initi thank bornholm . - thank goodwil hospit met feasibl studi inspect bornholm past year . howev , may well go littl detail previou occas . electr engin plant area ​​700 x 750 meter . correspond 52 hectar , outsid technic plant , rain collect pool , landscap adapt road must establish , total area energinet need make avail somewhat larger . say recent month energinet come littl closer design . - so-cal gi plant . mean minim system open . tri build high -voltag compon build . minim nois nuisanc much possibl visual give clean surfac , say marian kaagh . screen behind , approxim 250 hectar gross area tone energinet work . mark white outlin next side yellow box indic size technic system . - import state decis made plant place within white box . decid plant place within white mark , say . question open hall , present must relat rel larg portion skeptic gather chair . larg part debat took place editori deadlin , one first question energinet 's marian kaagh central . anyth prevent project ? - knowledg time , ca n't imagin . feasibl studi past year . achiev preliminari result noth indic possibl place plant within white area . much suggest seri citizen meet suddenli reach end . fact consult develop , energinet prepar environment impact report high -voltag station cabl land bornholm zealand 2024 . environment impact report draft environment permit sent 2024 consult second public phase . 8 week consult , consult respons process , danish environment protect agenc schedul issu environment permit project middl 2024 . parallel , region municip work supplement municip plan new local plan area , land plant erect . consult idea suggest environment impact report initi last week run decemb 5 ."
2022-11-24 00:00:00,marienborg,Bornholms Tidende,"bornholm get plenti energi island futur . need think rather limit . bornholm energi island , whether want . go gigant transform station sydbornholm , mani wind turbin project baltic sea seen 'the top mill blade ' 'taken transform station ' . bornholm risk use futur energi infrastructur , previous laid island 'fish ' whole industri . energi adventur potenti far greater fish narr . partli invest far greater partli pioneer area whole world need knowledg similar solut , creat bornholm . ca n't fight windmil , sound express . mean one fight invis enemi . bornholm challeng fight wind turbin ' local anchor local synergi . region municip studi trip zealand see cover transform plant natur . great enthusiasm particip , plant complet overlook bu drove far . certainli decor sydbornholm throw land transform station . probabl wrong focu hide protect bornholm develop . major challeng lie util develop new initi bornholm get growth futur gigant invest around us . definit sell hot dog store torv tumbl wind turbin labor . reach even higher valu chain exploit abnorm invest bornholm 's futur ? transform station becom 20 eiffel tower ? creat energi tourism , horticultur wast heat , climate-friendli district heat , knowledg environ green energi , shore know-how p-guard level process technolog , fantast option . bornholm use think big -not size transform station -but size adventur lie front us . adventur threaten steal groundwat , sound climat , view natur . size keep whole bornholm grow next mani mani year . requir wild idea aim higher buh shout hit mayor consol tuesday night aakirkebyhallern citizen ' meet transform station . let 's think bigger ."
2022-11-24 00:00:00,"Arkitekter hyret til landanlæg: Energinet lover at lytte, men vil samtidig passe på "" el-forbrugernes penge""",Bornholms Tidende,"region municip 's agreement energinet make architectur cours workshop larg land plant sydbornholm receiv lukewarm recept uniti list 's particip citizen ' meet . local politician ' desir decid architectur competit reject energinet . energinet 's rabbit hat tuesday 's citizen ' meet energiø project small team architect . come month , architect respons carri two workshop bornholm , accord inform materi , `` influenc architectur landscap '' . energinet make two independ architect avail bornholm region municip also hire architectur firm arkitema head involv citizen . year inner line , region municip argu energinet print architectur competit . view repeat municip councilor mikael benzon ( el ) citizen ' meet . estim plant could attract much attent promin architect size groundbreak technolog use . - print open architectur competit , toppl bid home abroad , say mikael benzon . howev , wish clearli reject deputi director energinet marian kaagh . builder 's lack desir start intern architectur competit mikael benzon argu fact technic plant leav much creativ freedom , energinet state -own compani oblig keep expens , marian kaagh explain journal meet bornholm . one expect associ architect ? flexibl relat final design add ? - thing fix relat technic plant look like . , ca n't chang dimens . plant provid larg supplier . need discuss workshop landscap fit choic materi , say marian kaagh , cite exampl question ask upcom workshop : - facad look plant place landscap ? opportun make landscap fit ? materi use ? , exampl , creat stori plant connect establish oper ? . engag municip one could hear municip politician hall desir municip get focu landscap - either architectur competit greater involv architect . desir clear ? - bornholm region municip involv project , realli nice . must implement , technic limit relat fact determin dimens technic compon . similar process project , realli good experi . visual measur may well expand project . extra financi framework avail ? - trade -off , larg plant must fit best possibl least possibl nuisanc live move area . time , money electr consum need . trade -off reason spend extra plant . tariff get countri play . bornholm lift big task commun lay land electr system enjoy elsewher countri . one argu reason pay extra aesthet ? - also zealand jutland - mani place countri - larg station facil . 's find trade -off money use best , say marian kaagh . maximum effort architect plan workshop also news hell munk ravnborg , person municip 's natur , environ plan committe among citizen ' meet 's present . therefor , sure bornholm expect . - n't know , 's pretti new deal made . parti mate , mikael benzon , express disappoint intern architectur competit print . tonight , thought question architect ? - make big expens build signific landscap , one make maximum effort look good . make realli big differ good idea architectur . studi trip copenhagen saw combust amag . one ski slope ? - also build next tree trunk entir front ( amagerverket 's block 4 , ed . ) , opportun get go walk . attract precis result architectur competit . argument energinet alway possibl technic facil , say hell munk ravnborg , point decor power plant wast burn ski slope amag also technic facil . electr consum ' money marian kaagh energinet maintain differ high-voltag station sydbornholm eukalyptustræ-decor cogener plant amag , belong municipal-own util compani hofor . exampl energi plant denmark , lot money spent design , well -known architect made draw . make kind project energinet ? - state builder , also balanc money electr consum use , say deputi director . project , also citizen ultim pay guild - either district heat wast tariff . differ ? - 's differ case public builder . appli project way , say marian kaagh . state energinet decid fulfil wish municip includ two independ architect advis . draw plant end ? - energinet . architect ? - , someon outsid . energinet make final decis . will inspir extent ? - ye , - lot . inspect zealand municip council week ago , pictur plant , great inspir , among thing relat facad . facad lot compar appear . fridrik adamsson citizen ' associ energiø bornholm , found resid south bornholm spring , doubt energinet alloc quit lot money aesthet . - wo n't sacrific penni . 's technic challeng , say . think 's financi challeng , say fridrik adamsson , live farm south sønder landevej . workshop three week two open workshop run14 . decemb februari 2nd . take place bornholm colleg . result creativ process present march 20 , 2023 . energi expect settl 70-90 hectar station system must locat exactli . citizen ' meet , emerg technic plant , fenc close public access , measur 700 time 750 meter , correspond area ​​52.5 hectar ."
2022-11-24 00:00:00,Optimistisk Trøst: Tusindvis træer og buske fik politikere til at overse landanlæg,Bornholms Tidende,"earlier month , jacob trøst experienc posit exampl fact possibl hide larg high -voltag station effect landscap , municip council energi inspir tour zealand . provid confid upcom architectur process energiø bornholm 's land facil . last week , entir municip council invit zealand energi tour . energi plant . part program jacob trøst ( k ) colleagu visit energinet 's convert station herslev west zealand . inaugur 2010 , garden plant 68,000 tree shrub around station , , like land plant energi island , fenc . mayor jacob consol impress result . - actual drove far see . expect would doubt , end drive well hidden , say tuesday 's citizen ' meet journal . meet aakirkebyhallern use energinet region municip opportun talk agreement sign associ architectur firm carri two workshop two imparti architect . jacob consol pleas process , must run municip start local plan work , possibl make differ requir energinet . - expect put resourc get plant adapt landscap well possibl . mayb also build get look exactli damag - , becom neat build size becom . least put job use materi fall surround , say mayor . fought lot get ? - ye , said right start must includ work , use get plant adapt surround use architect make look nice - nice . eventu engin nod ? - ye , said , `` understand . '' also see land facil spent resourc adapt landscap someth build , make sometim worth look . n't know say 's pretti , least someth done . shrub , tree earthen war indic good bornholm ? - import thing adapt landscap around - bit style plant herslev , sever angl see facil road . ' succeed ? - move soil plant shrub tree , say jacob consol pull phone show pictur transform station seen road . hardli clear build behind plant . - 's 22 meter high . need probabl 25 , say mayor . talk involv architect , could land plant also includ visitor center talk ? - n't stuck anyth . hope visitor center insid nation center green energi power plant . also hope , like herslev , trail around , get enjoy natur look plant interest see plant look like . either way , get visitor bornholm would like see make , littl build someth similar rest world . opportun municip make demand , exampl , landscap measur hide plant ? - send consult respons municip . among thing , write job make fit landscap . seen plant find . base concern would rather seen decid architectur competit ? - import thing finish result fit surround . 'm sure solut chosen . architectur firm insid two independ architect . feel 's good hand . end , energinet 's architect make final decis . - ye , 's . would obviou thing hold architectur competit , also awar would risk expand project mani million dollar , say jacob consol . small cluster audienc buhed said welcom civic meet honor bornholm lay ground world 's first energi island . later , howev , harvest clap significantli spectat spent minut list benefit . throughout even , complet around stand could ask question profession energinet , danish energi agenc danish environment protect agenc , talk sever citizen . take citizen ' meet ? - take citizen still worri mean natur . neighbor also concern , understand one 's home one 's hell . also bring import keep hold citizen meet inform much , may worri go away , concern enlighten basi . worst thing someon goe care someth go happen . import everyth continu inform citizen process opportun influenc process ."
2022-12-08 00:00:00,Tiden står stille syd for Aakirkeby,Bornholms Tidende,"open letter mayor jacob trøst ( k ) regard overal plan energiø bornholm . hi jacob , delight citizen ' associ unifi plan made energiø bornholm area accommod variou plant near futur . awar difficult task plan locat larg industri area bornholm , believ absolut necessari would like particip work . hope give us peac know bornholm develop hope also put littl lid unnecessari specul . pt . plan transform system south aakirkebi area design energinet . locat believ reconsid new condit appear plan eg . power-to-x system . stress us around area south aakirkebi , challeng prospect signific loss properti valu joy life . right , economi big question mark sell hous area . also true mani us know invest hous uncertainti therefor time bit quiet south aakirkebi . therefor , strongli encourag rest bornholm politician find anoth place build power-to-x plant . , said , intens pressur due . transform station handl industri plant south aakirkebi natur back . simpli okay industri plant regard energiø bornholm place south aakirkebi . part bornholm help carri burden energi island . talk transform station built construct natur taken account becom littl visibl possibl . addit , danish societi natur conserv believ area attract . pleas someth make neat transform system , therefor complet wrong build power-to-x system plant next lot pipe tank well smoke chimney . overal plan energiø bornholm would like see space also alloc futur construct energi -heavi compani may want move bornholm . also ask place energi -heavi compani place somewher els bornholm south aakirkebi . could perhap larg internet compani googl facebook , plant probabl also requir space . perhap one find inspir part countri regard space need overal plan energiø bornholm future-proof 20-30 year . read littl exist upcom power-to-x system around world , notic mani plant locat sea , f. exampl , hydrogen ammonia pump directli ship either fuel transport . anyth els notic figur mention articl ørsted describ plant netherland . product hydrogen 100,000 tonn hydrogen per day . gigawatt offshor wind . , bornholm come produc approx . 380,000 tonn hydrogen per year . cip also start offshor wind east bornholm , may come doubl hydrogen hydrogen ammonia product . cip 's facil east bornholm probabl last either , probabl extens offshor wind farm later , increas amount fuel export . think possibl appropri transport amount green fuel truck , long pipe connect number disadvantag possibl leakag due error sabotag potenti pollut . green fuel probabl use ship , otherwis must transport ship away bornholm . larg ship tanker contain ship requir greater sea depth south bornholm , therefor think appropri ship . immedi , area west bornholm rønne best offer green ga station larg ship , therefor power-to-x plant place rønne west coast . construct offshor wind farm around bornholm rest baltic sea left larg industri port rønne could perhap use ga station exit bunkerhub . could perhap take place nexø also deeper water south bornholm . howev , nexø larg industri harbor rønne nexø main ship ' main road . said , think good get unifi plan energiø bornholm relat bornholm look like futur avoid bornholm destroy littl time without anyon see big context . citizen ' associ energiø bornholm would like particip develop energiø bornholm particip decis -make process want us . think could give `` tranquil tailgat '' , requir us impact , requir us solv task compens loss valu neighbor transform station ."
2022-12-08 00:00:00,Om Bornholm Ord,Bornholms Tidende,"cours , need solar cell wind turbin , energi island , transform station power-to-x . sound ..."
2022-12-10 00:00:00,Energiø uden arbejdspladser,Bornholms Tidende,"purpos larg transform bornholm , ask poul-jørgen veleslet . join first meet transform station make bornholm energi island . energinet explain come job , mayor thoma thor went pulpit told would provid plenti job . energinet said job . sinc , virtual politician other repeat thoma thor said . plant pass current , process , valu ad , job either workplac . purpos larg transform bornholm ? safe power larg quantiti zealand copenhagen . zealand 's electr grid one capac 1.8 gigawatt . ship 3 gigawatt bornholm zealand , enough power build power-to-x factori thu workplac . develop year pass , run 3 gigawatt larg transform system - ? energi fair aakirkebyhallern spring , came claim energinet danish energi agenc plant need . cabl insert directli ptx factori . employe could give right , ahead time . ? sweco done analysi energiø lolland , conclus make sens energi island 1 gigawatt flow translat product job lolland . give man send power away zealand . therefor , manufactur electr `` consum '' compani track must start . lolland way becom world 's first energi island ? rønne harbor would sell green fuel ship , produc bornholm ? mayor jacob trøst build industri transform station . system use 1 gigawatt , 2 gigawatt system built . use 2 gigawatt , 1 gigawatt system built . bornholm must testø , heard mani year , rønne harbor `` sail '' behind . two year rotterdam hydrogen factori 1 gigawatt , 700 job . current come directli offshor wind turbin . ørsted skovgaard energi build 3 gigawatt brintfabrik holstebro , bornholm ? ørsted `` left '' bornholm ? copenhagen infrastructur partner , build offshor wind farm east bornholm , send hydrogen germani . believ cheaper transport energi pipe rather cabl . go make use transform system . bornholm may get view mill . siemen gamesa produc hydrogen directli wind turbin save cost , plan first mill land 2025 first water 2026 . germani plan 1800 km hydrogen infrastructur , make good sens cip bet hydrogen . elect offici other want talk energiø bornholm , look possibl stare blindli solut . option must examin thoroughli opportun . press great respons ( happi tell import thorough debat ) undoubtedli hear much altern opportun , come time ."
2022-12-12 00:00:00,Klart ønske til energiøen: Tag hensyn til naturen,Bornholms Tidende,"municip work consult respons danish environment protect agenc . basic , bornholm want taken account much consider possibl connect establish energiø bornholm land plant . bornholm want neg nuisanc mani deriv posit effect possibl energiø bornholm . one messag consult respons region municip prepar danish environment protect agenc prior initi studi . consult respons way polit system must final approv municip council 's meet thursday . addit gener wish expect project , municip mayor jacob consol , send particular emphasi establish land facil sose must done much respect landscap , natur environ possibl . appli , exampl , stream , groundwat coast . mean , among thing , cabl connect establish coastal natur landscap preserv best possibl , land plant fit landscap best possibl , ancient monument cultur heritag best respect . connect , municip want make sketch precis visual land facil 's stringent effect remot effect earli . construct phase , region municip expect increas traffic congest søndre landevej , point danish environment protect agenc want elabor environment assess construct construct phase expect project owner builder take necessari measur ensur secur traffic . , especi soft road user . protect natur draft consult respons make municip danish environment protect agenc awar may protect natur area evid registr avail . registr protect natur accord section 3 natur conserv act thu indic . “ area regist along coastlin protect overgraz . sinc registr indic , complet exclud area along coast may cover protect boundari regist area adjust , `` municip write draft municip council must decid sent sent . time , municip offer enter dialogu protect statu area , point sever differ type natur protect . effect seab regard stream area , municip see need assess total transmiss plant 's environment impact relat increas discharg roof surfac water , potenti discharg oili compound transform station discharg high -voltag system stream regist trout up . “ special attent watercours whether project involv lower groundwat solut consequ . anoth aspect need increas drainag area , solv consequ environ , includ stream adjac coastal water , ” mayor write draft . bornholm side , also desir answer effect wind turbin submarin cabl seab fauna flora well ocean current fish movement marin environ . final , municip make danish environment protect agenc awar solut must establish wastewat area , sewerag permit must sought handl roof surfac water , ordinari hous wastewat industri wastewat . consult respons region municip hope energiø bornholm contribut posit secur ? vision 42,000 bornholm 2028 , includ particular goal creat 1,000 new job open 2028 , bornholm attract option newcom , tourist compani . ? effect green transit bornholm , accord target bornholm fossil -free island 2040. ? good care taken natur divers . establish energiø bornholm 's land facil sose done much consider natur surround possibl , believ region municip . state draft consult respons danish environment protect agenc , municip council must decid thursday . visual : energinet"
2022-12-13 00:00:00,Energiø i naturen,Bornholms Tidende,"let 's get energi island integr fantast natur offer new great experi bornholm . good municip work consult respons danish environment protect agenc , emphas offici team bornholm construct futur energi island much focu natur possibl . huge respons look amaz landscap surround . whether rock , sandi beach , hilli north flat south , natur greatest draw patch . compet , craft , craft human invent . launch vision , exampl , energi island , among thing come huge land plant 90 hectar , prioriti must adapt bornholm - way around . done . need put turbo green transit someon take greater respons other . whole world say must wind turbin modern -day technolog , lie us . plant must place , bornholm play key role energi solut futur . need support . previous seen get someth initi necess becom someth make one open eye . , hammershu exactli built tourist attract either , way earli exampl fact done someth ugli beauti . go far back histori , copenhagen copenhagen also exampl innov construct . convert top state -of -the -art energi plant ski slope - outsid season area ​​hike climb . peopl pilgrimag . mention past good idea make energi island remark build , talk deficit 10 billion kroner , want point , hardli much expens drawn built innov way - greatest possibl respect surround natur . , hammershu exactli built tourist attract ."
2022-12-14 00:00:00,Anerkendt arkitektfirma skal tegne energiøens højspændingsanlæg,Bornholms Tidende,"architectur cours land facil energiø bornholm start wednesday open hous workshop bornholm univers colleg . bornholm wednesday workshop bornholm colleg get chanc influenc construct huge high -voltag station , becom architect well -known architectur firm arkitema , must tri convinc . arkitema known , among thing , christoff harlang stand behind hammershu visitor center , architect team gain great profession recognit . bornholm region municip write `` arkitema must design land facil '' , develop energinet describ invit wednesday 's workshop arkitema `` energinet architect station build '' . commun consult energinet sune juul-sørensen tell tidend arkitema respons overal express build ' interact landscap . natur elect fallen arkitema , architectur firm own cowi , energinet associ extern advisor construct project . `` arkitema present two workshop number inspir exampl similar build , work done , among thing , facad , fit landscap plant , '' invit say . energinet , hope mani bornholm show make opinion known , `` local know area best '' . - cours , bound fact build larg electr engin plant number restrict . also opportun work , among thing , landscap , facad plant , station fit best possibl way landscap , say marian kaagh , deputi director energinet . without competit , region municip sought stronger involv architect , local desir get energinet hold decid architectur competit reject state -own compani respons oper develop high -voltag network . `` administr work plant fit landscap best possibl way ask energinet possibl architectur competit . energinet deni time hold architectur competit , turn offer special process connect design plant , partli ensur architect given opportun provid input , partli includ public design earli phase propos local plan present , ” wrote municip 's administr case septemb . addit arkitema , two extern architect follow work . rikk juul gram michael krarup appoint energinet region municip act extern consult . `` compet experi landscap infrastructur '' , municip write two architect . actual workshop bornholm colleg take place wednesday even 7 pm . afternoon , 13 16 open hous colleg , without prior registr come see host ' exhibit materi chat arkitema energinet . architectur process continu februari 2 anoth workshop , march 20 , 2023 , energinet arkitema plan present comprehens present event electr work rønne . crew arkitema 's design studio make mark bornholm year . also peopl behind hous project østre school art pavilion kjærenæsgrunden alling make use architect arkitema . citizen ' meet novemb could meet architect particip work land facil . , municip councilor mikael benzon ( th ) , upset absenc intern architectur competit , talk municip 's respons director , lillian rasch madsen ( middl ) . pictur flank two independ architect , rikk juul gram michael krarup , energinet made avail region municip . photo : jakob nørmark bornholm dream high -voltag plant hidden landscap , arkitema shown nordlandet architect find util terrain pack build away . task becom anoth sydbornholm 's open space , 25 meter high hall need found . stock photo : berit hvassum"
2022-12-14 00:00:00,Højspændingsstation skjules næppe under jorden: ' Strøm og vand er ikke en god kombination',Bornholms Tidende,"tall build energi island 's land plant dug meter ground , reader ask . select area poorli suit , say energinet , suggest hide 25 -meter -high build way . engin technic specialist energinet 's inner line work technic design high -voltag system energiø bornholm , time come bring architect sens aesthet detail play . arkitema forefront two workshop bornholm colleg come month , main question , answer , 25 meter high build avoid becom clumsi box damag landscap south bornholm . wake last civic meet , journal given question whether one - theori - effect way hide build come : `` whole debat land facil , know anyon ask whether height build reduc dig build far possibl , ” ask reader hasl . option tri get energinet sever time relat . time clear dig project includ plan . good reason , explain chief project manag kim søgaard mikkelsen earlier year - big challeng electr water good combin . convert solut need delic moistur water , risk damag electr system someth need avoid , say kim søgaard mikkelsen , heard buri high-voltag plant elsewher . - n't know . rather go way look visual shield . one thing would like input citizen , said chief project manag kim søgaard mikkelsen , feasibl studi still underway spring . water electr june folk meet interview journal hann storm edlefsen , director two energiø project , possibl hide build : technic opportun dig build meter ? - n't actual know yet . 's earli say . gener , difficult dig plant . will ? - look type station set , ie whether set less . look lot fit area . ca n't say yet someth height . agre 25 meter cours sound like lot , said hann storm edlefsen , elimin problem burial . - water area cut elsewher . set restrict . water combin electr natur best solut . groundwat reason elsewher . among thing , use feasibl studi natur look thing thu find best solut . 's exclud anyth . n't finish feasibl studi yet . also say plant go look like , sound director nation assembl . subsequ , energinet state ad station design outdoor system , mean larger part high -voltag compon must place ga -insul build . howev , lower groundwat indic feasibl studi given energinet desir tri forc burial . citizen ' meet aakirkebi three week ago , employe energinet stand state gross area least senior groundwat mean possibl dig build sever meter . tuesday tuesday ask energinet statu feasibl studi . deadlin fail disclos report done basi environment studi complet . major municip council decid septemb await result energinet 's investig municip start work make local plan supplement municip plan . bee water low -li area caus municip council step soft brake . `` condit environment consequ lower groundwat level need increas drainag , accord consult respons , must expect caus need adjust locat high -voltag system , '' say text uniti list want add , support , v kd . elmind submerg build transform high voltag equip draw come play , mean must use . citizen 'meet , jørgen hammer bornholm citizen ' associ 's collabor recommend plant 300-meter-wid belt tree søndre landevej soon possibl , energinet announc begin 2023 , exactli 70-90 hectar high-voltag station place within gross area . - appeal start think afforest earli plan phase . forest rais , one could well call `` elmindingen '' , jørgen hammer suggest ."
2022-12-14 00:00:00,Energiø for enhver pris?,Bornholms Tidende,"bornholm popul want small island patch giant build , natur bornholm look like lego block ? - must made - major decis differ initi island . among energiø bornholm rønne harbor extens largest . one wonder decis -make process happen case far -reach consequ us . goal underli decis green energi . addit , job econom growth , fact prove true . total , caus major concern . influenc citizen ? peopl spokesperson politician offici senior posit . peopl forc . power use also abus regardless whether desir us resid bornholm . almost lead thought toward ancient communist condit interest popul neglect . big decis decid central . may consult process - chang origin decis . popul assur part democrat process - realiti ? bornholm popul want small island patch giant build , natur bornholm look like lego block ? noisi transform , repeat port extens rønne harbor , eat natur coastlin . otherwis unspoilt sea view futur broken giant offshor wind turbin . must respect natur aesthet valu . realli want island ? lose great natur valu ​​that never come back ? valu ​​are restrict turn tunnel vision , valu ​​gain less prioriti signific ; exampl , human , aesthet environment valu , name essenti . shout often set power elit booth think island 's best statement green transit need , cruis ship , space wind turbin element etc . solut adapt island size . develop seem go , fear island end regular industri island . draw . energiø decid central parliament . 's island 's polit men women n't play nod anyway . part countri , visionari think peopl influenc weight altern valu ​​higher . guess politician offici could learn peopl dare think differ around island greater weight natur environment consider - island tranquil harmoni everyon live weigh futur newcom opt island ."
2022-12-16 00:00:00,Energinet om landanlæg: Vi vil opfylde alle støjkrav,Bornholms Tidende,"energinet , build larg land plant sose connect energiø bornholm , awar vision nois problem . kim søgaard mikkelsen , energinet 's project manag energiø bornholm , well pleas wednesday 's cours , citizen , politician interest parti bornholm colleg could meet energinet , connect energiø bornholm construct high -voltag facil power wind farm baltic sea , partli arkitema , respons design plant , place within 260 hectar larg area sose . mayor jacob trøst ( k ) welcom attende workshop 7 pm , also day opportun come meet peopl energinet arkitema . - think went super well , say kim søgaard mikkelsen workshop day way . - got lot input landscap fit architectur , thought concret suggest arkitema work . project manag scratch two option : - either tri save plant use spice outsid area , choos make build clear . , 's choic made . , whether choos make build interest n't tri hide ? - ye , exactli . may differ attitud . , think , question tast pleasur . impress lot citizen present , got input , exampl , peopl come live close plant ? - would think least neighbor previous greet . exactli mani , dare say , also civic associ interest parti . polit decis know someon suggest design plant round vike castl rampart , say ? -i look good hung post-it banknot propos , move . suggest take arkitema home , sort treat impress gather common direct work present next workshop februari 2nd . final design present march 20 , far know old power plant rønne , say kim søgaard mikkelsen . end , energinet make decis plant look like ? - ye . work input local plan , must treat polit . 's make final decis ? - . tri listen find solut good bornholm . one thing actual design plant 25 meter high build , also worri upcom neighbor , nois plant caus . control much go nois ? - strict requir much plant must nois , meet nois requir . even extra strict requir construct type talk . plant yet design , design noisi bother littl possibl . much , also one thing mean lot peopl , quit understand , say kim søgaard mikkelsen ."
