Date,Title,Outlet,Content,Source
2022-10-25 00:00:00,Den vigtige grønne omstilling,Bornholms Tidende,"must made particularli attract instal renew energi solut exist household small energi pool neighbor . green transit realiti everyon go arrang . howev , question left . think respons take hold even control , instead end situat forc act urgent , mayb even late . war ukrain shown us weak addict fossil form energi , put light persist make big differ us alreadi immedi futur . must clear peopl time come make shift way societi , local global , arrang . sustain societi fight denmark recycl resourc much greater extent , build wall protect romant know well . mani year , work refriger technician countri 's supermarket , seen easi , due respect , util , exampl , surplu heat establish instal compani . exampl simpl easili access solut alreadi exist . possibl , without high tax , must make sure pick low -hang fruit . bornholm , rest countri , must made particularli attract instal renew energi solut exist household small energi pool neighbor . knowledg peopl easili make sure use energi natur deliv . timer built mani household product heat sourc , thu make sure use energi avail . rapid develop storag , enough avail energi time natur deliv . sustain renew energi solut must set key renew energi solut build . must chang develop agricultur , plant -base product ecolog replac convent anim product better public health . solut must found excess privat motor better public transport sector share carism . dane must , big small , understand need consumpt cut . energiø bornholm everyon opportun instal renew energi home smaller compani - therefor must also work togeth task . alreadi conclud agreement energi island , right way go new wide solut . addit , excit power-to-technolog , long term replac ga , oil coal supplement renew energi sun wind . bornholm perspect , especi import util financi framework project , provid boost servic level bornholm . elect debat , great deal agreement parti energi island gift bornholm . land municip politician smack sleev togeth stand necessari improv eg . . bornholm hous situat , may basi util upcom billion -dollar invest . also imper close gap legisl secur resid affect locat work soon possibl , compens respect victim requir . place great demand state citizen creat chang , togeth find courag . rememb voic altern voic make parti littl greener .",Reg Media
2022-10-26 00:00:00,Nexø gør klar til vindeventyr,Bornholms Tidende,"nexø harbor 's manag met copenhagen infrastructur partner , harbor may intend key role servic port wind farm east bornholm come true . offshor wind farm erect east bornholm , probabl creat activ nexø harbor . view also given view , nexø harbor chairman board , bjarn hartung kirkegaard , met septemb copenhagen infrastructru partner ( cip ) , enter partnership ørsted two propos wind park east southeast bornholm . -i say eye-open visit peopl cip , talk profession , also say interest , say chairman refer cip 's plan float offshor wind turbin power-to-x- product bornholm soil . journal visit cip 's headquart copenhagen week ago , ceo magnu brogaard larsen mention cip dialogu nexø harbor oper mainten activ 35-year perspect . port 's manag would like enter collabor make area build avail energi compani southern part port area . cip plan build new servic build , say bjarn hartung kirkegaard . - meet said , `` need spend big area , '' look director . `` '' . say may , get bigger . fine , , say chairman . emphas southern part harbor good mix around lift shipyard facil . - area use make servic build , quay area suffici depth boat go . readi welcom servic boat , think offer land need , say port chairman , feel cip deleg happi heard nexø . - nod , checkbox prerequisit want go water . bjarn hartung kirkegaard emphas nexø harbor function rønne harbor , ship wind turbin part mani project baltic sea take place . - , like rønne harbor , big mill tower kind lie around . . servic port , fit perfectli . also lift , boat need inspir servic , also done . function servic port attract local employ , endur workplac . krieger flak park , 0.6 gigawatt somewhat smaller propos offshor wind farm 2 x 1.5 gigawatt east bornholm , serv , exampl , klintholm harbor møn . workplac establish 50 peopl klintholm , vattenfal 's servic manag said last year mani bornholm sail povl anker see krieger flak nearest team . allan funch kofod jobcent bornholm 's busi servic list articl written project `` readi energiø bornholm '' commerci opportun aris bornholm port attract servic oper task . - long term , hope , also look fact bornholm servic island oper wind farm , mani differ profession group may need , electrician , wind turbin technician , mechan , plumb , blacksmith , shipmat , ship assist , warehous personnel , administr , say allan funch kofod . perspect arous joy nexø , chairman busi associ østbornholm , carsten aall , high hope . - rønne harbor fantast area ship , nexø harbor handl servic part mainten daili oper giant park . hope board nexø harbor work hard make interest , say carsten aall journal . presid port emphas see posit wind turbin plan cip ørsted . - day someon would build home nexø harbor water . room , say nice thank . mani peopl interest nexø harbor , one thing realli give develop cip , say bjarn hartung kirkegaard - becam clear ørsted join project . also mention bornholm 's offshor wind also consid put somewhat smaller wind farm 100 megawatt near nexø . - local offshor wind farm also abl use nexø harbor . see us nexø harbor play role happen wind energi baltic sea futur , say bjarn hartung kirkegaard , also look posit possibl offshor wind farm suppli energi bornholm bunker hub project green ship fuel rønne harbor heavili involv meet cip repres get clear view bornholm cip consid build possibl electrolysi plant . case power-to-x plant use larg quantiti wind power produc hydrogen must harbor , say chairman . point remain unclear wind farm connect electr grid energi move world . meet nexø , cip air thought util exist pipelin baltic sea transport hydrogen fuel germani , blast hole nordstream tube . consider cabl pipe connect transport energi away bornholm initi relat bornholm politician , accord bjarn hartung kirkegaard , sit municip council stand parliamentari elect christian democrat . - 's someth money invest must think . someth bornholm decid , rejoic bornholm place becom part develop . nexø harbor bornholm wind fantast . lot come need .",Reg Media
2022-10-27 00:00:00,Der blæser nye vinde over Bornholm,Bornholms Tidende,"ørsted copenhagen infrastructur partner project creat activ port nexø rønne . seem ørsted thrown love bornholm . big energi compani first idea ​​make bornholm energi island , also one togeth copenhagen invest compani copenhagen infrastructur partner take baltic sea wind energi new height . insid , recent publish vision extrem excit , someth new , serious link nexø edg dream offshor wind baltic . collaps fish , nexø year fight bit creat life around harbor , late entrepreneur taken clock shown citi way new era . creator urg live best , futur nexø harbor may also becom servic island one two offshor wind farm coast , excit new area . harbor met copenhagen infrastructur partner , chairman board bjarn hartung kirkegaard ( kd ) could yesterday tell journal meet eye open . - meet said , `` need spend big area , '' look director . `` '' . say may , get bigger . fine , . director nexø harbor call carsten andersen , thu complet readi work lie wait around corner , one must understand . fact certain restrict area avail port matter cours , rønne harbor expans port long underway pictur . rønne harbor becom expert offshor industri record time cours also readi go two offshor wind farm east bornholm also readi . word , ørsted copenhagen infrastructur partner partnership great import bornholm 's two largest port , thu continu adventur alreadi well underway . seem ørsted thrown love bornholm .",Reg Media
2022-10-27 00:00:00,Kommunalbestyrelsen tøvede med at støtte CIP og Ørsteds fulde plan om power-to-X,Bornholms Tidende,"new consult respons , municip council emphas support energi compani ' desir explor possibl two larg offshor wind farm , decid powerto-x system . rené danielsson ( df ) think wrong make reserv , accord uniti list 's hell munk ravnborg chemic industri larg water consumpt , thoroughli debat local commun . week ørsted jump copenhagen infrastructur partner ' ( cip ) two wind turbin project east bornholm . total , wind turbin , half vision must stand float foundat , reach capac energiø bornholm , plan two park 1.5 gigawatt realiz . purpos huge energi project larg - cip told journal last week - produc hydrogen green fuel futur . vision share ørsted , press releas said , releas collabor tuesday morn . - denmark pioneer offshor wind industri leader green transit . four major open door project help cement denmark 's continu leadership posit creat foundat kickstart next phase danish busi adventur product green hydrogen green fuel , said region director rasmu errbo ørsted . howev , ambit power-to-x product bornholm electrolysi plant within five six year receiv exclus enthusiasm municip council . uniti list 's hell munk ravnborg sat person natur , environ plan committe board repres cip attend meet mayor jacob trøst ( k ) septemb . meet becam clear politician hydrogen fuel product central wind turbin project . cip 's applic danish energi agenc , hand , much focu form electr leav bornholm . - read much go happen power applic , ask . surpris compet peopl present materi silent power use , say hell munk ravnborg journal meet cip . narrow posit base inform , uniti list suggest add section consult respons municip 's administr made present . section state `` consult respons decid two outlin offshor wind turbin project - deriv option , land -base establish ptx plant '' . sever reason add reserv , say hell munk ravnborg . electrolysi system requir larg amount water split mean electrolysi achiev hydrogen . - get readi type water use . groundwat , empti reserv . either seawat wastewat must use , say hell munk ravnborg . point bornholm local busi come year endeavor emit less water wastewat plant instead withhold surfac drainag water open countri . - hope reduc total amount wastewat . today , true wastewat plant receiv twice much water deliv bornholm waterwork , say hell munk ravnborg . water situat mind consid power-to-x-product bornholm soil , uniti list believ . - whether seawat wastewat use , cost purif desalin probabl expect , say hell munk ravnborg emphas dispos seawat , process also energi -intens . uniti list , also question whether bornholm right place produc hydrogen , ammonia fuel futur , go green convers transport sector . - point decid whether would like develop chemic industri bornholm ? advantag disadvantag . environment relat busi opportun - exist new profess . think tourism particular , ? - ye , think tourist industri . extent , one could also imagin competit agricultur consumpt water , scarc resourc bornholm . also mani busi benefit . local product power-to-x play plan bunker hub rønne harbor ? - 's right . wait , among thing , see result work rønne harbor current , say hell munk ravnborg , point `` ammonia someth toxic citi '' . df-wand electr municip council meet , chang consult respons adopt broad major . danish peopl 's parti christian democrat vote , df 's opposit word due reserv power-to-x bornholm soil , say rené danielsson ( df ) . - green green ? everi time come someth , uniti list sort object , say df emphas parti 's line . -we problem power-to-x . basic think realli good idea would like think nexø could becom import citi green develop . four df municip council want signal skeptic extent major , green transit bornholm 's futur develop opportun . - us , 's also busi part . like island grow get job becom peopl - opportun , say rené danielsson , find strike consult respons energi island contain sentenc kind reserv . hell munk ravnborg emphas similar phrase decid power-to-x plant part consult respons municip council may gave support danish energi agenc 's plan increas mill densiti energiø bornholm . requir extra power unit list 's pend attitud toward green fuel also link signific energi loss associ product hydrogen electrolysi next step refin hydrogen methanol , ammonia someth third . altern use power directli priorit develop batteri electrif transport technic possibl . - larger socio -econom level , think import look energi effici get money . silli set three time mani mill servic hydrogen -base fuel industri . get movement societi third mill direct electrif , say hell munk ravnborg . journal interview cip overal thought octob , director magnu brogaard larsen told earli process go detail size locat plant land . hell munk ravnborg want know inform , although tri research , sure mani hectar electrolysi system 1-1.5 gigawatt requir . talk could possibl meet cip ? - even think stream vicin transform station south bornholm , one would imagin around , say hell munk ravnborg . hope qualiti inform public cip new partner ørsted better later process . - let 's get number tabl . surpris compet peopl present materi silent power use . hell munk ravnborg , uniti list green green ? everi time turn someth , uniti list sort object , rené danielsson , danish peopl 's parti . consult respons chang polit point view , sever chang made consult respons offshor wind farm east bornholm . correct especi relat power-to-x . propos came uniti list left , polit committe municip council given major . draft administr final answer begin : `` read interest outlin plan specif object fact preliminari studi given applic 's work uncov possibl '' come ad section power -x ( ptx , ed . ) bornholm soil : `` bornholm region municip note , howev , two sketch offshor wind farm establish addit plan offshor wind farm south bornholm , intend establish part energiø bornholm , total expect power gener capac exceed plan export capac plan cabl respect . like emphas consult respons alon decid two outlin offshor wind turbin projects-and deriv option , land-bas establish ptx plant `` later section power-to-x bunker hub plan deliv green ship fuel rewritten municip council one section : “ rønne harbor current . process conduct feasibl studi . establish power-to-x plant locat bornholm part bornholm bunker hub project , potenti increas avail green fuel . time , work underway region commerci fire tower baltic energi island innov solut distribut storag larg amount electr . section administr set replac : `` bornholm , two offshor wind farm appli , abl access larg amount green power . power allow better profit exampl , power-to-x plant locat bornholm . bunker hub potenti avail green fuel . ” final , two addit made local council local co -ownership interact wind park fish . “ previous opportun 20 % local co -ownership park . danish energi agenc state possibl laps . bornholm region municip recommend opportun restored. `` '' call experi research recent year carri offshor wind farm ' possibl posit impact , exampl , fish stock includ much possibl project development. `` chang adopt el , , k , v bornholm list , df christian democrat .",Reg Media
2022-10-27 00:00:00,Hvad vil Moderaterne gøre for Bornholm på Christiansborg?,Bornholms Tidende,"mett frederiksen prime minist , cours set , safe sustain societi . answer debat post tor madsen , chairman moder bornholm . tor madsen ask journal realli need four year , left social democraci repres bornholm christiansborg ask bornholm realli got . would like come lot exampl . start mention latest defens settlement energi polici invest , two latest dewi exampl larg polit agreement christiansborg , benefit bornholm . latter huge impact bornholm plan energi island , give deriv effect upcom job great revenu bornholm . addit , social democrat govern , number good result creat right earli pension ( arne-pens ) , 2,000 bornholm entitl , reason fair peopl bang sinc came labor market . 2023 , offset abolish spous 's pension , benefit mani bornholm . januari 2023 , unemploy receiv increas unemploy benefit first 3 month , huge advantag season employe bornholm , often cover unemploy , decis drop floor govern continu . statement negoti made statement transit corridor sweden denmark . mark effort adopt social dump , also necess , mani employ pressur wage work condit employ . reach hand strengthen welfar societi , focu ordinari dane ' relationship , reduc inequ , strengthen health even focu climat environ , social democraci agre go elect wide govern middl time one crisi replac covid-19 , war europ high inflat . mett frederiksen prime minist , cours set , safe sustain societi . would dress moder tell want bornholm christiansborg . look forward hear .",Reg Media
2022-10-28 00:00:00,Peter Juel om energiø: Kommunalpolitikere har været for passive,Bornholms Tidende,"bornholm must notic benefit make land sea view avail energi island , believ peter juel-jensen ( v ) , member parliament miss municip council critic mega project around bornholm . energi island area next folket make decis make mark bornholm mani year come . next four year , politician adopt final locat wind farm south island , cabl line high-voltag transform station land , set tender criteria environment requir , construct work larger double-digit billion start last half decad . time , christiansborg influenc energi project baltic sea , util bornholm 's geograph locat new role electr hub . exampl cip ørsted 's propos wind park east bornholm idea ​​use flow produc hydrogen green fuels-perhap bornholm power-to-x plant . corpor politician ' interest bornholm grow , potenti island - `` baltic energi island '' , bornholm call commerci lighthous project develop , test demonstr green energi . time , energi sector 's space need rise , bornholm 's major contribut green transit result benefit local , say left 's sit parliamentari member , peter juel-jensen ( v ) . - rest countri huge servic . way make avail rest denmark , need someth return , say , cite one mani exampl possibl win : - note promin politician christiansborg talk sever time make passag great belt free , never heard say must free come bornholm . local debat , sever begun talk bornholm someth make larg area avail land plant construct wind turbin 15 kilomet coast . think member parliament obviou work ? - pleas peopl get healthi skeptic happen . first , stuck long time . last week cross kling morten rii tv , say municip council speak behalf bornholm . two member parliament , say peter juel-jensen . five km closer without resist past year , folket made initi decis - recent capac wind farm increas two three gigawatt possibl addit increas place mill closer . find space mill , decid move park five kilomet closer land . peter juel-jensen believ mayor jacob trøst ( k ) local politician oppos decis . - municip council move mill 20 15 kilomet ask , without say consult respons , `` hear , friend , come rel close '' . municip council , parti folket decid . - jojo , dialogu municip council . could said `` wo n't '' . elsewher kingdom , troubl get offshor wind turbin underground . troubl come elsewher , say ye , mill get closer land . municip council fix posit requir , would get better posit influenc left 's line ? - bornholm alway come longest talk one vote , say left candid . - mandat step brake also opportun , one 179 . - christiansborg listen , municip could said `` involv . 20 kilomet fine '' . need say ye pull . accept municip council pull 15 kilomet - without get anyth , say peter juel -jensen . threat tourism believ municip council clearli mark offshor wind farm land facil sydbornholm risk damag tourism . - said `` must awar go touch usual sell bornholm . ca n't get anyth return ? `` , say left-w candid , highlight risk start neg spiral . - popular - experienc - hous price fall . becom attract peopl much money therefor move . mean increas municip cost , cours help need , say peter juel-jensen . - would sorri seven lean year seven fat year . want exchang someth bring bornholm forward . talk educ , research commit commun bornholm compani - also whole bornholm commun carrot . peter juel-jensen prefer go elect specif requir make behalf bornholm . exampl possibl carrot , mention guarante educ place bind cooper knowledg institut . could also promis travel archaeologist , bornholm museum send men sydbornholm month , therebi miss peopl task rest bornholm , peter juel-jensen fear slow construct project . also suggest energinet must invest build fit surround hidden landscap , `` land plant south bornholm becom larg eye bay '' put . point mani possibl way go bornholm politician well feel power . - get guarante mill baltic sea recycl end live bornholm ? sure involv bornholm busi commun extent ? sure hang outermost bornholm labor market also reinforc ? make sure state , consid 14,500 man -year bornholm period time , make sure scale function island state control ? pressur doctor hospit . need whole infrastructur behind follow . ca n't get answer . becom bornholm golden egg , need expect make plan . task municip council , state peter juel-jensen . believ winni grosbøll mayor posit thought energi island launch . - much made time last mayor . convers minist climat energi , say ; `` n't bornholm want , peter ? repres ? '' think former mayor recogn earli process . local elect offici mark skeptic greater extent , object would someth bornholm politician could pull drawer plenti time , left man believ . - play extra trump hand let knock place christiansborg . expect say ye time , someth wrong exchang relationship . say parliamentari politician , hit brake repres bornholm - ie municip council - counterclaim . recogn balanc act , left oppon bornholm 's futur posit energi hub . - also think energi island opportun lift lot bornholm , must also awar consequ . call compens near land facil sydbornholm . 's call replac . compens patch wound , replac express loss valu . - idea run project grave . see great benefit bornholm . want us forefront discuss expect . idea run project grave . see great benefit bornholm . want us forefront discuss expect peter juel-jensen mp , left .",Reg Media
2022-10-28 00:00:00,Kandidater om kamp for bornholmsk bonus fra energiøen: ' Vi har aldrig hørt noget fra Peter',Bornholms Tidende,"morten rii rené danielsson wonder peter juel-jensen 's critic municip council . point effort achiev link bornholm electr grid exampl fact local politician success demand govern . left 's mp past 15 year , peter juel-jensen , call municip council show greater skeptic plan energiø bornholm order secur benefit local commun , caus two parliamentari candid , also municip politician shake upsid . morten rii ( el ) rené danielsson ( df ) think catch row hollow . - 've heard say . long parliament ? least never ever contact think collabor , say deputi mayor morten rii . rené danielsson believ municip politician enter charact demand state energi author govern . - , work mayor make connect bornholm electr grid . thoma ( thor , ed . ) pretti steepli , say morten rii . effort meant energinet indic earlier year work bornholm electr network link transform station thu also futur cabl connect zealand germani . danish peopl 's parti 's candid , link two network first mention ask question benefit local elect offici work . - hope bornholm - littl simplifi - opportun stick cord . wish scenario cours super -stabl suppli price work . think may someth pick energi price - cheaper electr heat - bornholm form compens ? - 'm never go refrain opportun make `` lex bornholm '' . hard time see 90 mandat think good idea get lower price structur rest countri , say rené danielsson . think municip council good talk one voic energi island wonder peter juel-jensen 's claim trade room limit without support municip council . wipe comfort - sit christiansborg say advantag repres two major govern -bear parti , easi pass shit municip council . say . advantag fact peter juel lea sit , still municip council pull thing home ? , ask rené danielsson . - 's peter experi network . think strang tri wipe newli elect mayor , , , also spend time get . peter juel-jensen say would like go togeth . - ye , 's nice . n't realli abl feel . cours may tri find common ground parti municip council . seem bit fragment . left vice-presid 's post natur , environ plan committe ampl opportun bring peter play . n't heard anyon left say `` peter suggest '' - quiet social democrat come minist ( lea wermelin , ed . ) , say rené danielsson . addit work link electr grid , morten rii point effort busi innov project nation center green energy/ baltic energi island exampl opportun reap benefit energi island broader sens bornholm societi - exampl improv educ opportun . - think someth lie , may peter n't keep go municip council , say morten rii . like left 's top candid , believ import `` neighbor transform station sydbornholm compens reason way '' . groundwat parti septemb , municip politician opportun step brake decid energinet 's desir locat southwest aakirkebi . despit citizen propos altern locat , case , accord municip 's administr , least suitabl gross area energinet ask , municip council chose say ye prepar municip plant supplement high -voltag station energiø bornholm . uniti list propos , municip council actual enter brake decid await outcom environment impact survey energinet expect end autumn , concern environment consequ lower groundwat level . morten rii believ would right municip council refer energinet anoth place . - sens , municip council propos build hous . area energinet ask . 's 're await investig , say deputi mayor . sit christiansborg say advantag repres two major govern -bear parti , easi pass shit municip council rené danielsson member municip council df .",Reg Media
2022-10-29 00:00:00,Socialdemokrat: Vi skal sælge køling til Energinet og kræve arkitekter,Bornholms Tidende,"cheap district heat bornholm architectur satisfactori design land plant thing member parliament fight come year , say lar goldschmidt ( ) . - 's critic , talent businessmen . - must decent condit make land avail . social democrat lar goldschmidt say energi island . former chairman board bornholm energi forsyn believ import bornholm elect offici clear interest local commun , bornholm get huge energi project . messag made left 's top candid peter juel-jensen journal friday , call municip council make demand . - cours , task mayor , municip council member parliament bornholm make clear . warlik approach symbol polit , noth wage war . must make clear doubt need deliv , say lar goldschmidt . initi , believ main interest bornholm politician far ensur futur high -voltag network tie bornholm electr grid . - mean secur suppli goe power cheaper period time , say lar goldschmidt . match wait think bornholm politician success mark point view , seem succeed , energinet agre make technic solut make possibl . relat energi island , sever match wait ahead , social democrat emphas . - doubt clearli mark import larg high voltag system connect island . first critic point . next thing demand transform station design way endur watch get heat reason price . someth happen yet - happen , say lar goldschmidt . point energinet/ state invest money architectur design land plant south bornholm , wast heat transform station must accru bornholm district heat compani favor price heat tariff kept . - 's critic , talent busi peopl . relat transform station , approach must sell cool . need cool use heat . need negoti temperatur need subsid . case also task relev next member parliament elect bornholm ? - definit . parliamentari member , cours respons whole countri , local insight hinterland , task make clear bornholm 's opportun interest . member parliament local area . lar goldschmidt emphas bornholm reap sever benefit becom hub energi electr gener baltic sea . establish power-to-x thu whole new industri opportun abl propag ring water . electrolysi plant , lar goldschmidt point , provid much surplu heat use district heat network , therefor basi horticultur , dri agricultur good new energi -effici industri creat . anoth gain develop actual academ univers environ allow student , exampl , dtu take part subject bornholm . - strengthen campu bornholm profession environ , say lar goldschmidt . fund home aid parti mark elect campaign work bornholm gain benefit becom energiø elect folket . - would like think bornholm got certain percentag profit went fund social disadvantag bornholm . talk jacob comfort , say top candid conserv peopl 's parti , henriett søvind . altern 's carolin meyer white believ bornholm demand financi assist hous invest . - order abl receiv workforc come relat energi island , also futur situat revers bornholm commun . short cours , must ask differ partner get start colleg , alreadi nurs student find room reason studi bornholm , carolin meyer white told journal earlier elect campaign . - player field , grip pocket , requir politician waxi stamp floor say , `` make sure big ugli land facil get place lie , understand help succeed , need help home , ” say altern 's top candid .",Reg Media
2022-10-31 00:00:00,Energiøen er præget af hastværk,Bornholms Tidende,"dear peter juel-jensen , thank remark bornholm 's journal day , object bornholm get littl provid valuabl land resourc one denmark 's histor largest construct project . share concern . know , citizen municip council number meet energi network , danish energi agenc govern agenc , prior adopt energi island decis build land facil south aakirkebi . short summari experi experi extent process control determin technocrat top . local politician offici probabl somewhat benevol size project prospect workplac receiv suffici consider assist plan requir design . thu , messag energinet municip must carri plan work , hear , mayor meet , within municip 's budget . know , economi alreadi terribl pressur . answer propos save catalog , technic depart write follow : energiø bornholm open wide rang fantast opportun island 's futur energi heat suppli . order exploit potenti , area need . govern 's propos `` denmark , ii '' april 2022 expect number larg extens task energi heat plan year 2022 2028 . resourc alloc plan case manag area ​​heat , becom complet inadequ upcom complex extens work field . manag inform avail area , estim , basi upcom task , half year need field . prospect construct even greater scope complex , challeng administr 's technic depart increas . word , need state alloc fund extra man -year , dedic energi island 's mani plan task . likewis , energinet announc state fund time hold intern architectur competit design larg technic facil , may fill 90 hectar . connect , mention academi council continu call ministri cultur ministri cultur ministri suppli take greater respons aesthet cultur protect exploit open countri . uniti list søren egg ask minist energi alloc resourc plan proper architectur qualiti technic facil . appar without effect . regard nation center renew energi , also find strong focu technocrat project . call social scienc element research project . one examin rollout implement `` green '' project 's effect local commun , involv sociologist , anthropologist humanist research field center 's pallet . project size mean citizen ' ownership self -understand , experi democrat co -influenc one avoid backyard situat lead reluct opposit ? would advantag nation center , exampl , could includ research student ku , sdu ruc research composit , insight could market intern . whole , process far character great hast lack reflect . rush export project headless establish larg technic facil , togeth expans rønne harbor , connect variou follow , larg technic area sea , potenti fatal irrepar effect entir southern bornholm coast .",Reg Media
2022-11-02 00:00:00,Vigtigt at du stemmer til Ewiis repræsentantskab,Bornholms Tidende,"need bornholm electr network constantli modern upgrad avoid crash . along elect folket , anoth import choic us bornholm begin , name elect bornholm repres ewii 's repres board . ewii 's oper compani trefor , year ago took electr grid bornholm beof , today ensur power come electr outlet . howev , need bornholm electr network constantli modern upgrad , avoid crash , requir made futur increas consumpt electr , among thing , heat pump electr car . establish energiø bornholm provid challeng opportun us . must activ particip develop energi island util direct benefit energi island give us form secur suppli access green power . nettariffen bornholm today almost twice high trefor 's coverag area . find detail analysi elig price differ carri consum continu monitor money use , profit fall back bornholm , among thing local support child cultur activ . therefor , import vote ewii 's repres board repres , candid work greatest possibl custom influenc relat nettariffen develop bornholm electr network .",Reg Media
2022-11-09 00:00:00,Energinet vil høre dine ideer til energiøen,Bornholms Tidende,"danish environment protect agenc initi environment assess energiø bornholm 's upcom convert station electr cabl . civic meet also held . attitud report environment consequ energiø bornholm 's plant contain , chanc speak . danish environment protect agenc embark initi consult phase encourag interest parti come idea suggest content environment impact report project . state board 's websit . decemb 5 , bornholm interest parti send consult respons facil energiø bornholm . island includ upcom convert station south aakirkebi electr cabl , connect station zealand electr grid . - pleas danish environment protect agenc begin environment impact assess electr plant bornholm zealand cabl two station . first import step toward environment permit prerequisit project . hope interest parti use consult period send idea suggest danish environment protect agenc , get best possibl basi environment impact assess , say deputi director marian kaagh energinet region municip 's websit . energinet want establish plant therefor ask danish environment protect agenc initi environment assess process project . citizen ' meet part initi consult , energinet also hold civic meet interest parti hear project , plan station cabl well environment impact assess . also opportun ask question talk employe danish environment protect agenc , danish energi agenc , region municip energinet everyth natur environ agreement compens . - know come larg plant fill landscap . therefor , import suggest comment citizen come make best possibl plant . still earli process mani thing yet clarifi , much look forward meet bornholm talk plan project station bornholm , say marian kaagh . add import energinet dress peopl help influenc project consult respons environment impact assess . - hope see mani bornholm citizen ' meet , say energinet 's deputi director . citizen ' meet take place aakirkebyhallern novemb 22 6.30 pm . open everyon registr . work environment impact report expect complet begin 2024 , draft environment permit sent consult . eight week consult , consult respons process danish environment protect agenc schedul issu environment permit project mid -2024 .",Reg Media
2022-11-10 00:00:00,Brug demokratiet til at tøjle energiøen,Bornholms Tidende,"upcom energi island around bornholm giant project requir citizen commit secur island . import alreadi decid energiø south island gigant product wind turbin power must arrang bornholm . go terribl wrong n't take care . great power violent economi , bornholm easili end cheap foundat futur wind -sensit energi suppli europ -to damag human natur . green stream fantast lack extent energi crisi time . mill welcom good way transform energi form need . said , pretti much everyth big project easili go wrong turn irrepar damag . plant built , disappear time . gigant transform station make build natur bornholm reminisc playhous , locat , magnet radiat possibl nois could great impact live natur . aesthet export also becom crucial whether bornholm 's new eiffel tower blemish island . transform station countri cabl zealand germani must investig environment assess readi next year . among thing , studi base hørring respons citizen organ , deadlin answer decemb 5 . order provid compet answer , realli gratifi energinet invit anoth citizen meet plan station cabl well environment impact assess . opportun ask question talk employe danish environment protect agenc , danish energi agenc , region municip energinet everyth natur environ agreement compens . meet held aakirkebyhallern novemb 22 6.30 pm prelud consult respons report environment consequ huge project must prepar . , call everyon bornholm look past help ensur violent potenti develop island .",Reg Media
2022-11-12 00:00:00,Kæmpe EU-støtte: Fremtiden rykker ind på kraftværk i Rønne,Bornholms Tidende,"bornholm 's energi & forsyn part project dkk 100 million , show store green energi sun wind later use electr district heat dish . project rønne harbor dkk 100 million one import step stone way energi suppli futur . assess director clau m. andersen beof - bornholm energi & forsyn , add build project . accord , perhap groundbreak project beof countri 15 year host research demonstr project . state press releas . number european pioneer energi technolog join forc solv biggest challeng sustain transit , name collect store energi sun wind , also power heat cloudi day without much wind . project call second life powerpl hous chp skansevej rønne . - doubt second life powerpl one import tree stone way suppli futur . therefor pleas project anchor bornholm put power plant skill play , say clau m. andersen press releas . project answer question idea behind second life powerpl reus origin technolog power plant build employe ' compet . recycl steam turbin , gener , control system access electr grid district heat network . project develop concept dress power plant order abl suppli electr district heat bornholm consum balanc electr grid sole sun wind . work given salt storag , use electr car batteri high-tech flywheel batteri , three differ technolog make possibl store green energi later . - suppli futur must robust , sustain pay . harvest fruit new amount sun wind , need answer wide rang question . second life powerpl give us larg number answer need , say clau m. andersen . dkk 60 million eu beof director believ project provid invalu knowledg handl save sun wind futur , effect ensur balanc electr system . - gain firm knowledg take serious benefit sun wind , without becom significantli expens bornholm . clear indic take invest final say goodby oil defeat tile , say clau m. andersen . project final await formal approv european commiss , expect begin new year . expect last three half year . total budget dkk 100 million , dkk 60 million come eu . beof also invest project . among thing , money spent dismantl two larg old , end -of -life boiler well prepar redevelop . accord clau m. andersen , project great import outsid bornholm , experi easili copi elsewher . - fact land project bornholm could indic perhap consid turn expect much extra activ island bornholm energiø go creat , say clau m. andersen . doubt second life powerpl one import step stone way suppli futur harvest fruit new amount sun wind , need answer wide rang question . second life powerpl give us wide rang answer need . three technolog base energi storag rønne harbor three differ technolog , cost reduc system becom flexibl robust . ? salmon reactor cheap , compact , scalabl work higher energi densiti salt . temperatur reach 700 degre . activ ingredi salt reactor caustic soda . ? use batteri electr car cheap . recycl provid larg environment benefit , although car batteri 60-70 percent capac therefor provid servic electr car owner need , use stationari charg . ? flywheel magnet flywheel mani may know mope , motorcycl car . flywheel turn around , creat magnet tension make power . technolog come airlin industri . specif flywheel hover , shaft work complet without friction . give high speed higher speed , power store . technolog promis long life , get oper expens stabl oper . flywheel expens part energi storag , necessari store larg amount power quickli electr grid need suppli larg amount power . project partner bornholm energi & suppli , energi cluster denmark , quint q , hyme energi , pl energi system , fraunhof , danish technolog institut , gdansk univers technolog , technic univers denmark , euroheat & power , pini , netzgesellschaft eisenberg , ernst-abb jena , coke .",Reg Media
